twitter_count
2
2
1
4
38
1
8
2
1
2
1
7
1
4
3
1
1
27
1
1
7
1
8
1
1
1
1
3
2
2
1
1
35
22
1
3
1
1
1
1
1
5
1
1
5
2
53
2
2
11
2
4
1
10
1
1
8
12
16
4
3
1
1
2
4
1
1
1
6
1
2
1
1
4
1
1
18
4
2
3
3
3
7
1
2
8
1
1
1
2
4
1
11
17
4
1
47
2
4
1
9
4
5
4
2
13
1
2
2
7
4
22
2
2
2
3
2
11
1
25
1
2
24
2
1
3
1
2
3
2
2
4
6
19
17
1
1
3
6
3
1
1
3
130
81
1
19
1
3
21
1
62
10
2
24
1
10
3
1
16
1
1
6
3
1
1
1
1
1
1
130
1
1
1
4
1
1
4
3
13
1
4
1
1
6
1
1
47
3
3
11
2
4
1
1
15
1
1
4
11
5
1
5
5
2
1
1
2
2
5
1
1
2
7
2
42
3
4
1
1
5
1
3
4
11
1
2
16
1
30
36
13
4
1
1
1
12
25
3
1
1
1
11
1
2
9
1
2
8
4
2
14
3
4
7
1
2
2
1
1
2
1
18
28
9
99
4
5
1
5
4
5
1
3
3
2
1
15
17
18
5
7
1
1
2
1
1
7
1
8
1
7
3
8
1
1
1
2
9
3
7
1
2
1
5
5
2
1
1
1
2
2
1
2
10
12
3
6
7
1
30
2
1
20
10
19
4
4
2
31
2
6
2
1
2
5
1
30
3
15
1
1
2
4
1
1
2
6
36
11
1
1
1
4
1
3
11
2
1
6
20
1
4
1
1
3
2
2
10
4
6
3
2
3
7
6
1
1
9
1
2
2
2
4
4
2
12
5
1
2
1
8
94
2
2
2
1
2
3
3
1
1
2
1
2
4
1
1
1
3
5
7
22
3
3
5
2
57
2
2
5
5
1
2
11
2
1
5
4
2
2
1
12
83
1
4
61
9
4
2
3
9
3
2
1
1
1
1
3
3
1
2
15
1
1
2
2
13
3
1
2
2
5
9
1
13
3
4
7
2
1
2
1
1
5
2
4
3
16
3
8
2
3
2
5
6
1
4
15
1
1
2
1
1
1
2
3
1
10
4
1
5
2
3
1
2
1
8
2
10
4
5
3
19
10
3
2
3
1
13
1
1
4
1
1
3
156
1
3
107
1
70
1
2
1
6
7
2
1
8
1
3
1
3
6
4
2
4
6
7
3
4
7
6
2
5
1
5
8
3
1
6
1
2
5
4
2
2
1
4
1
1
1
1
13
14
2
17
2
1
1
243
3
2
2
4
7
2
30
1
5
6
3
3
2
28
3
3
3
2
1
25
1
30
4
1
4
1
3
1
3
1
2
1
1
1
1
3
2
3
2
1
4
1
13
8
1
3
1
4
2
3
3
1
2
1
3
1
1
8
1
